"Notes"	"State"	"State Code"	"Year"	"Year Code"	"Gender"	"Gender Code"	Deaths	Population	Crude Rate	% of Total Deaths
	"Alabama"	"01"	"1993"	"1993"	"Male"	"M"	442	2024952	21.8	0.1%
	"Alabama"	"01"	"1994"	"1994"	"Female"	"F"	114	2214186	5.1	0.0%
	"Alabama"	"01"	"1994"	"1994"	"Male"	"M"	418	2048271	20.4	0.1%
	"Alabama"	"01"	"1995"	"1995"	"Female"	"F"	86	2231662	3.9	0.0%
	"Alabama"	"01"	"1995"	"1995"	"Male"	"M"	477	2067319	23.1	0.1%
	"Alabama"	"01"	"1996"	"1996"	"Female"	"F"	103	2248652	4.6	0.0%
	"Alabama"	"01"	"1996"	"1996"	"Male"	"M"	410	2085567	19.7	0.1%
	"Alabama"	"01"	"1997"	"1997"	"Female"	"F"	109	2266308	4.8	0.0%
	"Alabama"	"01"	"1997"	"1997"	"Male"	"M"	403	2104182	19.2	0.1%
	"Alabama"	"01"	"1998"	"1998"	"Female"	"F"	111	2283697	4.9	0.0%
	"Alabama"	"01"	"1998"	"1998"	"Male"	"M"	458	2124701	21.6	0.1%
	"Alaska"	"02"	"1979"	"1979"	"Female"	"F"	10	190182	5.3 (Unreliable)	0.0%
	"Alaska"	"02"	"1979"	"1979"	"Male"	"M"	37	214553	17.2	0.0%
	"Alaska"	"02"	"1980"	"1980"	"Female"	"F"	13	189714	6.9 (Unreliable)	0.0%
	"Alaska"	"02"	"1980"	"1980"	"Male"	"M"	55	213880	25.7	0.0%
	"Alaska"	"02"	"1981"	"1981"	"Female"	"F"	12	197746	6.1 (Unreliable)	0.0%
	"Alaska"	"02"	"1981"	"1981"	"Male"	"M"	49	222415	22.0	0.0%
	"Alaska"	"02"	"1982"	"1982"	"Female"	"F"	7	213032	3.3 (Unreliable)	0.0%
	"Alaska"	"02"	"1982"	"1982"	"Male"	"M"	47	238640	19.7	0.0%
	"Alaska"	"02"	"1983"	"1983"	"Female"	"F"	8	232022	3.4 (Unreliable)	0.0%
	"Alaska"	"02"	"1983"	"1983"	"Male"	"M"	48	258089	18.6	0.0%
	"Alaska"	"02"	"1984"	"1984"	"Female"	"F"	16	244004	6.6 (Unreliable)	0.0%
	"Alaska"	"02"	"1984"	"1984"	"Male"	"M"	44	271010	16.2	0.0%
	"Alaska"	"02"	"1985"	"1985"	"Female"	"F"	17	252962	6.7 (Unreliable)	0.0%
	"Alaska"	"02"	"1985"	"1985"	"Male"	"M"	56	280449	20.0	0.0%
	"Alaska"	"02"	"1986"	"1986"	"Female"	"F"	10	257599	3.9 (Unreliable)	0.0%
	"Alaska"	"02"	"1986"	"1986"	"Male"	"M"	69	286514	24.1	0.0%
	"Alaska"	"02"	"1987"	"1987"	"Female"	"F"	15	255060	5.9 (Unreliable)	0.0%
	"Alaska"	"02"	"1987"	"1987"	"Male"	"M"	79	283714	27.8	0.0%
	"Alaska"	"02"	"1988"	"1988"	"Female"	"F"	11	256121	4.3 (Unreliable)	0.0%
	"Alaska"	"02"	"1988"	"1988"	"Male"	"M"	44	285383	15.4	0.0%
	"Alaska"	"02"	"1989"	"1989"	"Female"	"F"	11	258865	4.2 (Unreliable)	0.0%
	"Alaska"	"02"	"1989"	"1989"	"Male"	"M"	78	288577	27.0	0.0%
	"Alaska"	"02"	"1990"	"1990"	"Male"	"M"	62	289809	21.4	0.0%
	"Alaska"	"02"	"1991"	"1991"	"Female"	"F"	11	270301	4.1 (Unreliable)	0.0%
	"Alaska"	"02"	"1991"	"1991"	"Male"	"M"	62	300139	20.7	0.0%
	"Alaska"	"02"	"1992"	"1992"	"Female"	"F"	18	279128	6.4 (Unreliable)	0.0%
	"Alaska"	"02"	"1992"	"1992"	"Male"	"M"	72	310261	23.2	0.0%
	"Alaska"	"02"	"1993"	"1993"	"Female"	"F"	23	284642	8.1	0.0%
	"Alaska"	"02"	"1993"	"1993"	"Male"	"M"	74	315242	23.5	0.0%
	"Alaska"	"02"	"1994"	"1994"	"Female"	"F"	21	287540	7.3	0.0%
	"Alaska"	"02"	"1994"	"1994"	"Male"	"M"	100	316378	31.6	0.0%
	"Alaska"	"02"	"1995"	"1995"	"Female"	"F"	16	289581	5.5 (Unreliable)	0.0%
	"Alaska"	"02"	"1995"	"1995"	"Male"	"M"	87	315487	27.6	0.0%
	"Alaska"	"02"	"1996"	"1996"	"Female"	"F"	21	292305	7.2	0.0%
	"Alaska"	"02"	"1996"	"1996"	"Male"	"M"	99	316926	31.2	0.0%
	"Alaska"	"02"	"1997"	"1997"	"Female"	"F"	27	295193	9.1	0.0%
	"Alaska"	"02"	"1997"	"1997"	"Male"	"M"	101	318337	31.7	0.0%
	"Alaska"	"02"	"1998"	"1998"	"Female"	"F"	26	298924	8.7	0.0%
	"Alaska"	"02"	"1998"	"1998"	"Male"	"M"	103	321579	32.0	0.0%
	"Arizona"	"04"	"1979"	"1979"	"Female"	"F"	118	1341578	8.8	0.0%
	"Arizona"	"04"	"1979"	"1979"	"Male"	"M"	339	1302301	26.0	0.1%
	"Arizona"	"04"	"1980"	"1980"	"Female"	"F"	108	1383740	7.8	0.0%
	"Arizona"	"04"	"1980"	"1980"	"Male"	"M"	352	1341745	26.2	0.1%
	"Arizona"	"04"	"1981"	"1981"	"Female"	"F"	121	1429711	8.5	0.0%
	"Arizona"	"04"	"1981"	"1981"	"Male"	"M"	338	1387153	24.4	0.1%
	"Arizona"	"04"	"1982"	"1982"	"Female"	"F"	125	1469628	8.5	0.0%
	"Arizona"	"04"	"1982"	"1982"	"Male"	"M"	384	1426462	26.9	0.1%
	"Arizona"	"04"	"1983"	"1983"	"Female"	"F"	120	1508005	8.0	0.0%
	"Arizona"	"04"	"1983"	"1983"	"Male"	"M"	380	1466474	25.9	0.1%
	"Arizona"	"04"	"1984"	"1984"	"Female"	"F"	101	1557394	6.5	0.0%
	"Arizona"	"04"	"1984"	"1984"	"Male"	"M"	414	1514630	27.3	0.1%
	"Arizona"	"04"	"1985"	"1985"	"Female"	"F"	119	1617194	7.4	0.0%
	"Arizona"	"04"	"1985"	"1985"	"Male"	"M"	441	1573438	28.0	0.1%
	"Arizona"	"04"	"1986"	"1986"	"Female"	"F"	154	1679333	9.2	0.0%
	"Arizona"	"04"	"1986"	"1986"	"Male"	"M"	478	1635976	29.2	0.1%
	"Arizona"	"04"	"1987"	"1987"	"Female"	"F"	151	1744069	8.7	0.0%
	"Arizona"	"04"	"1987"	"1987"	"Male"	"M"	534	1700552	31.4	0.1%
	"Arizona"	"04"	"1988"	"1988"	"Female"	"F"	131	1793532	7.3	0.0%
	"Arizona"	"04"	"1988"	"1988"	"Male"	"M"	548	1749969	31.3	0.1%
	"Arizona"	"04"	"1989"	"1989"	"Female"	"F"	121	1836224	6.6	0.0%
	"Arizona"	"04"	"1989"	"1989"	"Male"	"M"	550	1793735	30.7	0.1%
	"Arizona"	"04"	"1990"	"1990"	"Female"	"F"	117	1856984	6.3	0.0%
	"Arizona"	"04"	"1990"	"1990"	"Male"	"M"	569	1813025	31.4	0.1%
	"Arizona"	"04"	"1991"	"1991"	"Female"	"F"	117	1915847	6.1	0.0%
	"Arizona"	"04"	"1991"	"1991"	"Male"	"M"	545	1873571	29.1	0.1%
	"Arizona"	"04"	"1992"	"1992"	"Female"	"F"	124	1979244	6.3	0.0%
	"Arizona"	"04"	"1992"	"1992"	"Male"	"M"	529	1938129	27.3	0.1%
	"Arizona"	"04"	"1993"	"1993"	"Female"	"F"	131	2053332	6.4	0.0%
	"Arizona"	"04"	"1993"	"1993"	"Male"	"M"	596	2013520	29.6	0.1%
	"Arizona"	"04"	"1994"	"1994"	"Female"	"F"	139	2141771	6.5	0.0%
	"Arizona"	"04"	"1994"	"1994"	"Male"	"M"	628	2105957	29.8	0.1%
	"Arizona"	"04"	"1995"	"1995"	"Female"	"F"	169	2232393	7.6	0.0%
	"Arizona"	"04"	"1995"	"1995"	"Male"	"M"	636	2201448	28.9	0.1%
	"Arizona"	"04"	"1996"	"1996"	"Female"	"F"	137	2308428	5.9	0.0%
	"Arizona"	"04"	"1996"	"1996"	"Male"	"M"	589	2281413	25.8	0.1%
	"Arizona"	"04"	"1997"	"1997"	"Female"	"F"	140	2380508	5.9	0.0%
	"Arizona"	"04"	"1997"	"1997"	"Male"	"M"	617	2359486	26.1	0.1%
	"Arizona"	"04"	"1998"	"1998"	"Female"	"F"	168	2451973	6.9	0.0%
	"Arizona"	"04"	"1998"	"1998"	"Male"	"M"	636	2434277	26.1	0.1%
	"Arkansas"	"05"	"1979"	"1979"	"Female"	"F"	51	1172572	4.3	0.0%
	"Arkansas"	"05"	"1979"	"1979"	"Male"	"M"	198	1098232	18.0	0.0%
	"Arkansas"	"05"	"1980"	"1980"	"Female"	"F"	62	1182754	5.2	0.0%
	"Arkansas"	"05"	"1980"	"1980"	"Male"	"M"	204	1105845	18.4	0.0%
	"Arkansas"	"05"	"1981"	"1981"	"Female"	"F"	42	1186207	3.5	0.0%
	"Arkansas"	"05"	"1981"	"1981"	"Male"	"M"	219	1107489	19.8	0.0%
	"Arkansas"	"05"	"1982"	"1982"	"Female"	"F"	50	1187281	4.2	0.0%
	"Arkansas"	"05"	"1982"	"1982"	"Male"	"M"	226	1107384	20.4	0.0%
	"Arkansas"	"05"	"1983"	"1983"	"Female"	"F"	51	1193417	4.3	0.0%
	"Arkansas"	"05"	"1983"	"1983"	"Male"	"M"	226	1112526	20.3	0.0%
	"Arkansas"	"05"	"1984"	"1984"	"Female"	"F"	53	1200843	4.4	0.0%
	"Arkansas"	"05"	"1984"	"1984"	"Male"	"M"	255	1119245	22.8	0.0%
	"Arkansas"	"05"	"1985"	"1985"	"Female"	"F"	63	1205073	5.2	0.0%
	"Arkansas"	"05"	"1985"	"1985"	"Male"	"M"	253	1123009	22.5	0.0%
	"Arkansas"	"05"	"1986"	"1986"	"Female"	"F"	66	1207992	5.5	0.0%
	"Arkansas"	"05"	"1986"	"1986"	"Male"	"M"	255	1124616	22.7	0.0%
	"Arkansas"	"05"	"1987"	"1987"	"Female"	"F"	55	1213373	4.5	0.0%
	"Arkansas"	"05"	"1987"	"1987"	"Male"	"M"	287	1129901	25.4	0.0%
	"Arkansas"	"05"	"1988"	"1988"	"Female"	"F"	59	1214334	4.9	0.0%
	"Arkansas"	"05"	"1988"	"1988"	"Male"	"M"	243	1129793	21.5	0.0%
	"Arkansas"	"05"	"1989"	"1989"	"Female"	"F"	44	1216570	3.6	0.0%
	"Arkansas"	"05"	"1989"	"1989"	"Male"	"M"	202	1132129	17.8	0.0%
	"Arkansas"	"05"	"1990"	"1990"	"Female"	"F"	52	1218465	4.3	0.0%
	"Arkansas"	"05"	"1990"	"1990"	"Male"	"M"	241	1134062	21.3	0.0%
	"Arkansas"	"05"	"1991"	"1991"	"Female"	"F"	46	1233083	3.7	0.0%
	"Arkansas"	"05"	"1991"	"1991"	"Male"	"M"	237	1151055	20.6	0.0%
	"Arkansas"	"05"	"1992"	"1992"	"Female"	"F"	56	1248970	4.5	0.0%
	"Arkansas"	"05"	"1992"	"1992"	"Male"	"M"	237	1167459	20.3	0.0%
	"Arkansas"	"05"	"1993"	"1993"	"Female"	"F"	58	1269084	4.6	0.0%
	"Arkansas"	"05"	"1993"	"1993"	"Male"	"M"	259	1187930	21.8	0.0%
	"Arkansas"	"05"	"1994"	"1994"	"Female"	"F"	77	1287431	6.0	0.0%
	"Arkansas"	"05"	"1994"	"1994"	"Male"	"M"	287	1207479	23.8	0.0%
	"Arkansas"	"05"	"1995"	"1995"	"Female"	"F"	70	1307104	5.4	0.0%
	"Arkansas"	"05"	"1995"	"1995"	"Male"	"M"	290	1228731	23.6	0.0%
	"Arkansas"	"05"	"1996"	"1996"	"Female"	"F"	59	1324283	4.5	0.0%
	"Arkansas"	"05"	"1996"	"1996"	"Male"	"M"	264	1248961	21.1	0.0%
	"Arkansas"	"05"	"1997"	"1997"	"Female"	"F"	68	1337524	5.1	0.0%
	"Arkansas"	"05"	"1997"	"1997"	"Male"	"M"	288	1264729	22.8	0.0%
	"Arkansas"	"05"	"1998"	"1998"	"Female"	"F"	60	1349145	4.4	0.0%
	"Arkansas"	"05"	"1998"	"1998"	"Male"	"M"	284	1278419	22.2	0.0%
	"California"	"06"	"1979"	"1979"	"Female"	"F"	1054	11817245	8.9	0.2%
	"California"	"06"	"1979"	"1979"	"Male"	"M"	2477	11487177	21.6	0.4%
	"California"	"06"	"1980"	"1980"	"Female"	"F"	928	12030176	7.7	0.2%
	"California"	"06"	"1980"	"1980"	"Male"	"M"	2497	11699007	21.3	0.4%
	"California"	"06"	"1981"	"1981"	"Female"	"F"	1006	12318509	8.2	0.2%
	"California"	"06"	"1981"	"1981"	"Male"	"M"	2547	12025764	21.2	0.4%
	"California"	"06"	"1982"	"1982"	"Female"	"F"	1048	12562815	8.3	0.2%
	"California"	"06"	"1982"	"1982"	"Male"	"M"	2701	12307368	21.9	0.5%
	"California"	"06"	"1983"	"1983"	"Female"	"F"	902	12811533	7.0	0.2%
	"California"	"06"	"1983"	"1983"	"Male"	"M"	2733	12586910	21.7	0.5%
	"California"	"06"	"1984"	"1984"	"Female"	"F"	951	13032032	7.3	0.2%
	"California"	"06"	"1984"	"1984"	"Male"	"M"	2745	12849819	21.4	0.5%
	"California"	"06"	"1985"	"1985"	"Female"	"F"	905	13315505	6.8	0.2%
	"California"	"06"	"1985"	"1985"	"Male"	"M"	2875	13173007	21.8	0.5%
	"California"	"06"	"1986"	"1986"	"Female"	"F"	930	13624935	6.8	0.2%
	"California"	"06"	"1986"	"1986"	"Male"	"M"	3030	13524757	22.4	0.5%
	"California"	"06"	"1987"	"1987"	"Female"	"F"	917	13946075	6.6	0.2%
	"California"	"06"	"1987"	"1987"	"Male"	"M"	2912	13888503	21.0	0.5%
	"California"	"06"	"1988"	"1988"	"Female"	"F"	853	14280338	6.0	0.1%
	"California"	"06"	"1988"	"1988"	"Male"	"M"	3018	14258190	21.2	0.5%
	"California"	"06"	"1989"	"1989"	"Female"	"F"	846	14643790	5.8	0.1%
	"California"	"06"	"1989"	"1989"	"Male"	"M"	2858	14665436	19.5	0.5%
	"California"	"06"	"1990"	"1990"	"Female"	"F"	850	14895618	5.7	0.1%
	"California"	"06"	"1990"	"1990"	"Male"	"M"	2858	14933804	19.1	0.5%
	"California"	"06"	"1991"	"1991"	"Female"	"F"	807	15225451	5.3	0.1%
	"California"	"06"	"1991"	"1991"	"Male"	"M"	2909	15257294	19.1	0.5%
	"California"	"06"	"1992"	"1992"	"Female"	"F"	901	15484058	5.8	0.2%
	"California"	"06"	"1992"	"1992"	"Male"	"M"	2822	15508894	18.2	0.5%
	"California"	"06"	"1993"	"1993"	"Female"	"F"	828	15646561	5.3	0.1%
	"California"	"06"	"1993"	"1993"	"Male"	"M"	3047	15649455	19.5	0.5%
	"California"	"06"	"1994"	"1994"	"Female"	"F"	813	15765060	5.2	0.1%
	"California"	"06"	"1994"	"1994"	"Male"	"M"	2899	15739998	18.4	0.5%
	"California"	"06"	"1995"	"1995"	"Female"	"F"	755	15879609	4.8	0.1%
	"California"	"06"	"1995"	"1995"	"Male"	"M"	2939	15840126	18.6	0.5%
	"California"	"06"	"1996"	"1996"	"Female"	"F"	750	16052514	4.7	0.1%
	"California"	"06"	"1996"	"1996"	"Male"	"M"	2658	15994307	16.6	0.4%
	"California"	"06"	"1997"	"1997"	"Female"	"F"	774	16296118	4.7	0.1%
	"California"	"06"	"1997"	"1997"	"Male"	"M"	2656	16218396	16.4	0.4%
	"California"	"06"	"1998"	"1998"	"Female"	"F"	774	16549758	4.7	0.1%
	"California"	"06"	"1998"	"1998"	"Male"	"M"	2641	16471604	16.0	0.4%
	"Colorado"	"08"	"1979"	"1979"	"Female"	"F"	109	1436512	7.6	0.0%
	"Colorado"	"08"	"1979"	"1979"	"Male"	"M"	391	1417644	27.6	0.1%
	"Colorado"	"08"	"1980"	"1980"	"Female"	"F"	108	1458859	7.4	0.0%
	"Colorado"	"08"	"1980"	"1980"	"Male"	"M"	362	1437542	25.2	0.1%
	"Colorado"	"08"	"1981"	"1981"	"Female"	"F"	137	1501510	9.1	0.0%
	"Colorado"	"08"	"1981"	"1981"	"Male"	"M"	398	1482447	26.8	0.1%
	"Colorado"	"08"	"1982"	"1982"	"Female"	"F"	102	1545406	6.6	0.0%
	"Colorado"	"08"	"1982"	"1982"	"Male"	"M"	402	1522619	26.4	0.1%
	"Colorado"	"08"	"1983"	"1983"	"Female"	"F"	126	1581376	8.0	0.0%
	"Colorado"	"08"	"1983"	"1983"	"Male"	"M"	443	1556136	28.5	0.1%
	"Colorado"	"08"	"1984"	"1984"	"Female"	"F"	112	1599942	7.0	0.0%
	"Colorado"	"08"	"1984"	"1984"	"Male"	"M"	410	1572531	26.1	0.1%
	"Colorado"	"08"	"1985"	"1985"	"Female"	"F"	134	1618045	8.3	0.0%
	"Colorado"	"08"	"1985"	"1985"	"Male"	"M"	447	1593036	28.1	0.1%
	"Colorado"	"08"	"1986"	"1986"	"Female"	"F"	130	1632198	8.0	0.0%
	"Colorado"	"08"	"1986"	"1986"	"Male"	"M"	444	1607155	27.6	0.1%
	"Colorado"	"08"	"1987"	"1987"	"Female"	"F"	109	1642942	6.6	0.0%
	"Colorado"	"08"	"1987"	"1987"	"Male"	"M"	453	1618068	28.0	0.1%
	"Colorado"	"08"	"1988"	"1988"	"Female"	"F"	135	1644853	8.2	0.0%
	"Colorado"	"08"	"1988"	"1988"	"Male"	"M"	464	1618428	28.7	0.1%
	"Colorado"	"08"	"1989"	"1989"	"Female"	"F"	98	1652593	5.9	0.0%
	"Colorado"	"08"	"1989"	"1989"	"Male"	"M"	451	1624067	27.8	0.1%
	"Colorado"	"08"	"1990"	"1990"	"Female"	"F"	108	1663586	6.5	0.0%
	"Colorado"	"08"	"1990"	"1990"	"Male"	"M"	446	1631943	27.3	0.1%
	"Colorado"	"08"	"1991"	"1991"	"Female"	"F"	120	1706271	7.0	0.0%
	"Colorado"	"08"	"1991"	"1991"	"Male"	"M"	443	1681553	26.3	0.1%
	"Colorado"	"08"	"1992"	"1992"	"Female"	"F"	137	1757342	7.8	0.0%
	"Colorado"	"08"	"1992"	"1992"	"Male"	"M"	461	1739479	26.5	0.1%
	"Colorado"	"08"	"1993"	"1993"	"Female"	"F"	135	1813953	7.4	0.0%
	"Colorado"	"08"	"1993"	"1993"	"Male"	"M"	472	1800782	26.2	0.1%
	"Colorado"	"08"	"1994"	"1994"	"Female"	"F"	132	1867051	7.1	0.0%
	"Colorado"	"08"	"1994"	"1994"	"Male"	"M"	482	1858458	25.9	0.1%
	"Colorado"	"08"	"1995"	"1995"	"Female"	"F"	136	1915306	7.1	0.0%
	"Colorado"	"08"	"1995"	"1995"	"Male"	"M"	518	1912303	27.1	0.1%
	"Colorado"	"08"	"1996"	"1996"	"Female"	"F"	125	1960196	6.4	0.0%
	"Colorado"	"08"	"1996"	"1996"	"Male"	"M"	569	1961199	29.0	0.1%
	"Colorado"	"08"	"1997"	"1997"	"Female"	"F"	123	2005795	6.1	0.0%
	"Colorado"	"08"	"1997"	"1997"	"Male"	"M"	488	2013087	24.2	0.1%
	"Colorado"	"08"	"1998"	"1998"	"Female"	"F"	121	2051521	5.9	0.0%
	"Colorado"	"08"	"1998"	"1998"	"Male"	"M"	490	2066669	23.7	0.1%
	"Connecticut"	"09"	"1979"	"1979"	"Female"	"F"	67	1605178	4.2	0.0%
	"Connecticut"	"09"	"1979"	"1979"	"Male"	"M"	201	1496508	13.4	0.0%
	"Connecticut"	"09"	"1980"	"1980"	"Female"	"F"	64	1610276	4.0	0.0%
	"Connecticut"	"09"	"1980"	"1980"	"Male"	"M"	212	1499045	14.1	0.0%
	"Connecticut"	"09"	"1981"	"1981"	"Female"	"F"	74	1621140	4.6	0.0%
	"Connecticut"	"09"	"1981"	"1981"	"Male"	"M"	225	1509892	14.9	0.0%
	"Connecticut"	"09"	"1982"	"1982"	"Female"	"F"	60	1626366	3.7	0.0%
	"Connecticut"	"09"	"1982"	"1982"	"Male"	"M"	181	1514815	11.9	0.0%
	"Connecticut"	"09"	"1983"	"1983"	"Female"	"F"	50	1637265	3.1	0.0%
	"Connecticut"	"09"	"1983"	"1983"	"Male"	"M"	212	1526935	13.9	0.0%
	"Connecticut"	"09"	"1984"	"1984"	"Female"	"F"	62	1646220	3.8	0.0%
	"Connecticut"	"09"	"1984"	"1984"	"Male"	"M"	214	1536206	13.9	0.0%
	"Connecticut"	"09"	"1985"	"1985"	"Female"	"F"	47	1657072	2.8	0.0%
	"Connecticut"	"09"	"1985"	"1985"	"Male"	"M"	237	1547242	15.3	0.0%
	"Connecticut"	"09"	"1986"	"1986"	"Female"	"F"	58	1666650	3.5	0.0%
	"Connecticut"	"09"	"1986"	"1986"	"Male"	"M"	247	1559917	15.8	0.0%
	"Connecticut"	"09"	"1987"	"1987"	"Female"	"F"	58	1678581	3.5	0.0%
	"Connecticut"	"09"	"1987"	"1987"	"Male"	"M"	241	1572549	15.3	0.0%
	"Connecticut"	"09"	"1988"	"1988"	"Female"	"F"	55	1689958	3.3	0.0%
	"Connecticut"	"09"	"1988"	"1988"	"Male"	"M"	278	1585723	17.5	0.0%
	"Connecticut"	"09"	"1989"	"1989"	"Female"	"F"	62	1695100	3.7	0.0%
	"Connecticut"	"09"	"1989"	"1989"	"Male"	"M"	241	1592027	15.1	0.0%
	"Connecticut"	"09"	"1990"	"1990"	"Female"	"F"	62	1694469	3.7	0.0%
	"Connecticut"	"09"	"1990"	"1990"	"Male"	"M"	237	1593356	14.9	0.0%
	"Connecticut"	"09"	"1991"	"1991"	"Female"	"F"	56	1703378	3.3	0.0%
	"Connecticut"	"09"	"1991"	"1991"	"Male"	"M"	274	1600371	17.1	0.0%
	"Connecticut"	"09"	"1992"	"1992"	"Female"	"F"	54	1703117	3.2	0.0%
	"Connecticut"	"09"	"1992"	"1992"	"Male"	"M"	244	1598268	15.3	0.0%
	"Connecticut"	"09"	"1993"	"1993"	"Female"	"F"	66	1707905	3.9	0.0%
	"Connecticut"	"09"	"1993"	"1993"	"Male"	"M"	236	1602040	14.7	0.0%
	"Connecticut"	"09"	"1994"	"1994"	"Female"	"F"	71	1711587	4.1	0.0%
	"Connecticut"	"09"	"1994"	"1994"	"Male"	"M"	253	1605331	15.8	0.0%
	"Connecticut"	"09"	"1995"	"1995"	"Female"	"F"	61	1715316	3.6	0.0%
	"Connecticut"	"09"	"1995"	"1995"	"Male"	"M"	262	1609008	16.3	0.0%
	"Connecticut"	"09"	"1996"	"1996"	"Female"	"F"	59	1722391	3.4	0.0%
	"Connecticut"	"09"	"1996"	"1996"	"Male"	"M"	233	1615556	14.4	0.0%
	"Connecticut"	"09"	"1997"	"1997"	"Female"	"F"	51	1728332	3.0	0.0%
	"Connecticut"	"09"	"1997"	"1997"	"Male"	"M"	208	1621490	12.8	0.0%
	"Connecticut"	"09"	"1998"	"1998"	"Female"	"F"	55	1737757	3.2	0.0%
	"Connecticut"	"09"	"1998"	"1998"	"Male"	"M"	202	1628858	12.4	0.0%
	"Delaware"	"10"	"1979"	"1979"	"Female"	"F"	11	310009	3.5 (Unreliable)	0.0%
	"Delaware"	"10"	"1979"	"1979"	"Male"	"M"	54	289467	18.7	0.0%
	"Delaware"	"10"	"1980"	"1980"	"Female"	"F"	20	308317	6.5	0.0%
	"Delaware"	"10"	"1980"	"1980"	"Male"	"M"	51	287202	17.8	0.0%
	"Delaware"	"10"	"1981"	"1981"	"Female"	"F"	14	308847	4.5 (Unreliable)	0.0%
	"Delaware"	"10"	"1981"	"1981"	"Male"	"M"	61	287811	21.2	0.0%
	"Delaware"	"10"	"1982"	"1982"	"Female"	"F"	26	310244	8.4	0.0%
	"Delaware"	"10"	"1982"	"1982"	"Male"	"M"	50	289321	17.3	0.0%
	"Delaware"	"10"	"1983"	"1983"	"Female"	"F"	13	313243	4.2 (Unreliable)	0.0%
	"Delaware"	"10"	"1983"	"1983"	"Male"	"M"	53	292417	18.1	0.0%
	"Delaware"	"10"	"1984"	"1984"	"Female"	"F"	18	316242	5.7 (Unreliable)	0.0%
	"Delaware"	"10"	"1984"	"1984"	"Male"	"M"	53	295481	17.9	0.0%
	"Delaware"	"10"	"1985"	"1985"	"Female"	"F"	8	319563	2.5 (Unreliable)	0.0%
	"Delaware"	"10"	"1985"	"1985"	"Male"	"M"	51	299167	17.0	0.0%
	"Delaware"	"10"	"1986"	"1986"	"Female"	"F"	17	324288	5.2 (Unreliable)	0.0%
	"Delaware"	"10"	"1986"	"1986"	"Male"	"M"	67	303713	22.1	0.0%
	"Delaware"	"10"	"1987"	"1987"	"Female"	"F"	25	328854	7.6	0.0%
	"Delaware"	"10"	"1987"	"1987"	"Male"	"M"	73	308654	23.7	0.0%
	"Delaware"	"10"	"1988"	"1988"	"Female"	"F"	22	334375	6.6	0.0%
	"Delaware"	"10"	"1988"	"1988"	"Male"	"M"	65	314114	20.7	0.0%
